account_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
1004289C0,-0.2962727,-1.1272024,-0.5184011,0.055797607,-0.17421539,-0.4683048,-0.96399784,-0.3136164,-0.48365724,0.6745033,-0.7713203,1.3594751,-0.436859,-0.67373383,-1.0106685,0.09670249,-0.51630974,0.49984008,0.45358738,0.37542218,0.70037526,0.48576564,-1.0016264,-0.5855456,0.7948458,1.1162982,0.20704894,0.39855793,-0.8131326,-1.4815375,-0.2921744,0.57594186,-0.90045613,-0.44329137,0.37708744,-0.46529707,-1.2162108,0.16671798,-0.6213406,0.027518729,-0.20661461,0.15908118,-0.6894343,0.3850978,-0.73329103,-0.7071351,0.7982138,-1.8767693,0.4872832,-0.5189509,-0.3925116,-0.47286832,0.28146183,0.5642869,-0.081334375,-0.11010235,-0.18783754,-0.01691433,-0.15308961,0.13642064,-0.6166117,-0.44498312,0.41840833,-0.40835115
800042CB0,-0.1286063,-0.43949294,0.20790721,-0.1450794,-1.0506552,-0.37272194,0.24541202,-0.38993794,0.17256993,-0.030268697,0.31128016,0.22351933,0.5341378,-0.38144016,-0.5565814,0.35930896,0.12723298,0.77972174,-0.24162799,0.30543,0.5355541,-0.042796012,-0.16495557,-0.36949068,0.4761801,0.40050912,-0.1978003,0.13255672,-0.11874711,-0.4292414,0.05111604,0.12400801,0.043377914,0.7319503,0.23661332,-0.2837932,0.5029249,0.519739,-0.14347616,-0.31339487,-0.0462747,-0.3111555,-0.92899835,-0.47696024,-1.0373846,-0.11470934,-0.030865625,-0.3502026,-0.107087895,-0.42069206,0.3425139,-0.23164266,0.6396081,0.04974258,-0.29908776,-0.5200974,-0.56750494,-0.3045098,-0.46126494,0.24003707,0.43251356,0.5193688,0.5800968,0.4096522
800056370,0.25721982,-0.04646888,0.64309794,-1.0822195,-0.54170907,-0.18369211,-0.23453267,-0.21513277,0.040521506,0.864978,0.2106689,-0.10947092,0.32357553,-0.255117,-0.08457202,0.80314666,-0.14128271,0.7412459,-0.2167564,0.59862834,2.4184941e-05,0.117959276,-0.5597423,-0.26382715,0.09295771,0.58064,-0.23201515,0.37256414,0.6029354,-0.19228762,-0.20456275,0.0924055,-0.17688651,0.046347275,0.26051745,0.43420345,0.71160394,0.21768384,-0.057817407,-0.17763948,0.018640693,0.022058252,-0.1761468,-0.107797116,-0.73090696,-0.042154953,-0.103380986,-0.6380339,-0.05873273,-0.36601442,-0.22665831,-0.065330446,0.1437132,0.35170195,-0.039369773,-0.56660646,-0.20385513,-0.29497337,-0.2884168,0.319924,0.9999515,-0.33365664,0.32405993,0.3818048
800056660,-0.17677109,-0.77071947,0.01633423,-0.442527,-0.4557778,-0.7325445,-0.37554553,-0.018718071,0.18031171,-0.064713836,0.4446778,0.7621776,0.088092215,-0.4062796,-0.55034226,-0.13377666,-0.1390999,-0.8213525,1.6308302,-0.36746246,0.8871678,-0.2219526,0.12442268,0.200371,0.30180544,0.5633201,0.14563818,1.0885701,0.2415581,-0.050880548,-0.10562415,-0.07526231,0.37532184,0.62119496,-0.89867043,0.6013173,-0.0552862,0.7724088,-0.36405388,-0.28585774,0.27803728,-0.0036130024,-0.36355498,-0.1833893,-1.0663527,-0.408445,0.5344747,-1.0120816,0.2267728,-0.2253956,0.22686091,0.4437497,0.47073948,0.34860802,-0.011969275,-0.53036314,-1.110312,-0.99970454,0.6892764,-0.016691284,0.14819096,0.42324233,1.2031392,-0.22408178
800056A50,0.05513312,-0.24444184,0.84851587,-1.0703546,-0.7053784,-0.177492,-0.09754879,0.21858394,-0.09502491,1.0712408,-0.1267603,0.48403743,0.12244099,-0.23938681,-0.11203759,0.90457535,-0.4940203,0.6943563,-0.47104582,0.27512372,0.49991846,-0.24216586,-0.5706483,-1.000643,-0.15796517,0.2857381,-0.10260303,0.33202207,0.07469738,-0.5184743,0.025427068,-0.08267467,-0.09509687,0.019287093,0.040451065,0.13100867,0.016643962,-0.49682143,0.25921732,0.23328054,-0.15340449,0.17121291,0.17314495,0.17217244,-0.62180805,-0.15776469,-0.42782554,-0.61545426,-0.509841,0.12909317,-0.3425893,0.05535466,0.12802069,0.06242608,-0.35033748,-0.32958016,-0.068821885,-0.42829895,-0.29750702,0.17608668,0.21370369,0.21024607,0.06323488,0.33024824
800056CB0,0.041027855,-0.3922025,0.82711154,-0.3348025,-0.68482196,-0.12388447,0.32985193,-0.21912226,-0.0043136477,0.15755549,-0.21168678,0.35466278,0.120725416,-0.67949975,-0.61221933,0.41433075,-0.12736754,0.47181126,-0.12109589,0.66053534,0.35055313,-0.041688416,-0.74243397,-0.64625305,0.36922428,0.66271037,-0.12658267,0.37879223,0.3833816,-0.32390654,0.040898234,-0.5083934,-0.7418016,0.0532164,-0.43159163,-0.045235306,0.18787041,-0.28585073,0.16666779,-0.32299122,0.24075694,0.34116364,-0.43743604,0.2633735,-0.61261374,0.31175393,-0.48213306,-0.22755593,-0.3948816,-0.40413153,-0.015195372,0.48377746,0.15755522,0.40140763,-0.18266903,-0.37945083,-0.25386903,-0.42959023,-0.036853272,0.34581077,0.67974746,-0.060857017,-0.053018425,0.5257074
800056E00,-0.043687034,-0.17070305,0.5533615,-0.27724805,-0.67267424,-0.5041434,-0.030429328,0.5123814,0.27842566,0.6905919,0.24238044,0.33330613,0.48534277,0.22970663,-0.29677832,0.04270796,-0.039510075,0.79143745,-0.48769248,0.2918694,0.37355253,0.069286525,0.02865495,-1.2017204,0.4128008,0.36545515,-0.35177422,0.3041134,-0.84180975,-0.39247933,-0.035333283,0.27427003,0.14516015,0.14350086,0.12864852,0.024670903,-0.22055602,-0.0919902,0.23649451,0.38255763,0.0058035785,-0.5895948,-0.1316763,-0.08561917,-0.79906696,-0.7303565,-0.5322527,-0.41145274,-0.20559156,-0.022285184,-0.03305511,0.23131284,0.46457192,-0.20120463,0.15007423,-0.27780697,-0.60324645,-0.6963737,0.15539868,0.32657388,-0.0828066,0.74361396,0.5557119,0.41256368
800057020,0.05208516,0.08350663,0.6719769,-0.6031082,0.49028397,-0.39460233,-0.35105005,-0.07415834,-0.17836884,0.962684,-0.022716295,0.23291983,-0.041806415,-0.3321717,-0.69207966,0.12657851,-0.34863347,0.37112123,0.59052193,0.47942606,0.11584282,-0.3773366,-0.7045694,-0.019576004,0.035150405,-0.19586124,-0.053472064,0.42896122,0.25482804,0.38395327,0.23065946,0.09986534,-0.32359877,0.62547725,0.023666218,0.46146625,-0.1362469,0.6643914,-0.8158253,-0.5140119,-0.041158758,0.3405114,-0.06433041,0.0026297856,-0.68233854,0.22110346,-0.043619882,-0.7978626,0.09698586,-0.09083415,-0.52690184,-0.4803089,0.952963,0.6203187,-0.49659473,0.1253852,-0.43283945,0.2253383,-0.4358107,0.21780416,1.2089584,0.5870127,0.16611703,0.26256832
8000573C0,-0.5560251,-0.3765984,0.40375352,0.32893786,-0.24042848,-0.9592363,0.25718156,-0.38552845,-0.22047074,0.5359939,0.2678074,0.6659784,-0.019238167,-0.50350887,-0.24477068,0.24254669,-0.13649617,0.61047745,0.37489602,0.49132994,0.20425329,-0.17948446,-0.8688647,-0.34975585,0.65277004,0.57785344,0.33576834,0.3928641,0.722617,-0.99434716,-0.18785033,-0.46987587,-1.0191256,0.584107,-0.37714025,0.063259356,-0.21499252,-0.27116314,0.016674586,-0.4523143,0.4186115,-0.36286122,0.6973254,0.507593,-0.4037989,0.5080774,-0.5021696,-0.20463605,0.069916725,-0.7918729,-0.08461411,-0.17077382,0.31516343,0.726691,0.06419305,0.07543365,0.020508721,-0.30016023,0.42117745,-0.010292992,0.31665537,-0.06722747,0.5660124,0.9411528
800057620,-0.35751727,-0.09639302,0.79180354,-0.85379225,-0.3965199,-0.06582284,-0.74625856,0.14476916,0.3115891,0.7263586,0.33474094,0.64897,0.51990473,-0.16863927,-0.06420972,0.85595804,-0.90194416,0.5482077,0.085101515,0.17593071,-0.28441998,0.641198,-0.1184919,-0.2221259,0.59518516,-0.06270588,-0.16796122,-0.07970847,0.1459894,0.17946577,-0.37494868,0.4048888,-0.39216802,0.6025314,-0.04019347,-0.2714468,0.19548544,-0.14333223,0.4784127,-0.21205266,-0.07809716,-0.21395612,-0.176736,-0.35564876,-0.59358066,-0.29059154,-0.23190019,-0.3778945,0.18455295,-0.2509155,-0.2716253,-0.46279195,0.36200318,0.078672126,-0.86288476,-0.24546325,-0.36632285,-0.8619184,-0.37729055,-0.13210109,-0.30125144,0.20733358,0.8101384,-0.13084225
800057A10,-0.21984233,-0.28963318,0.6900643,-0.30719686,-0.40361887,0.20493057,-0.28982788,-0.4745346,-0.23275675,0.3276769,0.21110527,0.5571346,0.37205133,-0.1409447,-0.47060984,0.45960993,0.05770218,0.8128837,-0.045609053,0.5228312,-0.088210955,-0.537548,-0.7901003,-0.2695926,0.3069502,0.48077962,0.008508606,0.39892682,0.4131499,-0.13171181,0.12878391,-0.39739907,-0.19778611,0.4423423,-0.093738966,-0.11726112,0.1482388,-0.26260066,-0.17492281,-0.51367164,-0.2360671,-0.13486654,-0.011523579,0.0007702063,-0.6686273,0.264076,-0.3152504,-0.2637304,0.50775963,-0.21156514,-0.20656608,-0.1317708,0.6645369,-0.031472098,-0.11246112,-0.31148356,-0.109206654,-0.42456076,-0.4931021,0.13812228,0.5734051,0.44272882,0.16922715,0.46626967
800057D40,-0.67669857,-0.3021397,-0.064219035,0.018578455,-0.13341773,-0.87347543,-0.037309688,-0.5579946,-0.14026123,0.6993382,0.35207346,0.66672075,-0.059237186,-0.015174262,-0.11963759,0.106839746,0.30866265,0.52216834,0.23978128,0.30288252,-0.07301662,-0.36935273,-0.7192007,-0.38388127,0.38121447,-0.07617634,-0.31385645,-0.3392887,0.2243114,0.1155827,-0.08161961,-0.100938626,-0.19684964,0.43329552,-0.11636655,0.19277872,-0.128403,0.036094885,0.1682977,0.097903304,-0.023801522,-0.71317875,0.4957206,-0.087200105,-0.58457214,0.027156325,-0.79284483,-0.13741527,0.4267311,-0.39694804,-0.4743597,-0.77410334,0.6026885,0.58885396,-0.78607696,-0.4799115,-0.2487518,-0.5992226,0.21584594,-0.3152115,0.30273688,0.41724017,0.26916212,0.807695
800057D41,-0.017738193,-0.46300572,1.0705608,-0.8315691,-0.96858096,0.3447366,-0.8242525,-0.3615094,-0.46896586,0.35831642,0.116519704,0.8283807,0.19553784,0.04547958,-0.48055574,0.57484734,0.8985927,0.57150656,0.28906757,0.5750619,0.027868792,-0.1806413,-1.264501,-0.6575339,-0.27445915,0.6489536,0.09975059,0.43178603,0.64292425,-0.6936434,0.4696763,-0.14428131,-0.80412126,0.19500469,-0.13866536,0.1540932,-0.6058335,0.36746365,0.04420666,-0.25384852,0.085709244,-0.3184109,-0.75437135,-0.27914658,-0.5444835,0.7893214,0.23772337,-0.010855936,0.34553283,-0.22059667,-0.54452115,-0.60722154,0.89003813,0.054958835,0.1855141,-0.48474744,-0.18483245,-0.06828729,-0.4167607,0.057108957,-0.17926061,0.53242797,0.6432918,0.51331264
800058100,-0.35898387,0.07801543,0.4769991,-0.3375703,-0.043979984,-0.27238747,-1.0514245,0.24704562,-0.060370367,0.5973705,0.1918501,1.0317284,0.103918605,-0.22134948,-0.5539487,0.7511114,-0.7012063,0.30718628,0.24672462,-0.37359732,0.45380634,0.35693738,-0.1553694,0.19359547,0.32292762,0.13014156,-0.23438193,0.51964253,0.27466518,-0.12632917,0.3806206,0.1824669,-0.24369098,0.47342122,-0.54014623,0.08105621,0.0045282277,0.5214447,-0.5231223,-0.5449433,-0.02280934,0.026648993,-0.3536851,-0.22414432,-0.8204806,0.05804648,0.0023430549,-0.4785868,0.0098628625,-0.390152,0.24269415,-0.326169,0.88130814,-0.124644175,-0.18141995,0.14834823,-0.7161082,-0.20241648,-0.86563486,0.013896235,0.8925688,0.6236273,1.0543542,0.278734
800058470,-0.1777433,-1.0565213,0.08875976,-0.14249542,0.17885146,-0.69383454,-0.6286886,-0.54656833,0.0031313899,1.4791106,-0.97589695,0.6367777,-0.2772457,0.1294365,0.19353627,-0.35461462,-0.2189732,-0.7362435,0.5352665,0.43432054,0.51929706,-0.77068067,-0.2768342,-1.1355844,-0.10611114,0.6793451,0.11339136,0.028256178,0.014521196,-0.31559753,-0.7784819,0.17761219,-0.8697166,-0.7899951,-0.83970815,-0.22720478,-0.41577247,0.44600734,-0.15406772,0.5326885,0.44255698,-0.11193429,-0.42971456,-0.097665496,-0.35300884,0.5241058,0.08051355,-1.2536443,0.23241253,-0.18918808,0.45630494,0.3459362,0.9721573,0.30324587,0.22117336,0.28294933,-0.50749433,-0.46436474,0.41730154,0.17568,0.63095236,0.60691375,0.49143383,-0.5869437
8000588D0,-0.5955641,-0.36688864,-0.07852974,-0.49663126,-0.6417457,-0.1331715,-0.18330863,-0.41251206,-0.1935421,0.40741938,0.51516235,0.87333024,0.57690066,-0.08299905,-1.0016022,0.5735357,0.4629405,0.22349869,0.52172446,-0.122211844,0.01168901,0.09218029,-0.29306644,-0.09529049,0.08364417,0.4652022,-0.32097822,0.20487295,0.5249438,0.108526826,0.033902768,0.1623461,0.025076058,0.9577986,-0.3489548,-0.1761166,-0.20371814,-0.28863636,-0.21597457,-0.15312,0.08242256,-0.10540135,-0.067701444,-0.20359573,-0.63955545,-0.11682896,-0.22208397,-0.83059967,0.5515244,-0.09291824,-0.13213123,-0.10652926,0.7782669,-0.13682371,-0.5745908,-0.83011323,0.41330045,-1.0671622,-0.066951156,-0.04232597,0.39397666,-0.30765793,0.6610484,0.50480783
800058920,0.360318,-0.7349212,-0.11910103,-0.934524,0.03396358,-0.51895994,0.18927468,-0.4896851,0.58572155,0.1340848,-1.2826461,0.92716265,0.10637156,-0.4987365,-0.75657266,0.13468908,-0.13967597,0.478696,0.1545591,0.13865112,0.52785385,-0.70275116,-0.31724453,-0.288143,0.31252787,0.38687623,0.22381617,0.27582952,-0.4244056,-0.32204002,-0.764178,0.61086214,-0.6599572,0.14518581,-0.4888121,0.30614746,-0.2056599,-0.15585782,-0.61109334,-0.08190793,0.37329498,-0.5171579,0.30395627,-0.011800564,-1.4352124,-1.1027346,0.41927755,-1.0738593,0.4264385,-0.08236564,-0.24639386,0.1684143,0.332653,0.29199442,0.1336689,0.80395603,0.3614347,0.42229348,1.0943882,0.04089977,-0.15565538,0.6248326,0.78051174,-0.33243242
800058B80,-0.29729307,-0.7098183,0.4552261,0.1891837,-0.888264,-0.31054938,0.23687832,0.240533,0.027290594,0.12113963,-0.9227349,0.9771106,0.054576393,0.0063280645,-0.93851674,-0.049219105,-0.45143008,-0.089186,-0.030517345,0.5069356,0.47864565,-0.7366477,-0.9253428,-0.7441555,0.3143189,1.1448549,0.024040768,0.2536668,0.45170838,-0.5192125,-0.47113702,-0.098524675,-1.018099,-0.13114254,-0.24199267,0.6276179,0.26140422,0.3192632,0.11435186,-0.5254994,-0.06597233,0.36013684,-0.54625505,0.51606774,-0.958108,-0.25848696,0.26526818,-0.33311328,-0.4589041,-0.6153279,0.005859611,0.5053708,-0.16653855,0.34265506,-0.61533517,-0.10573223,0.06414156,-0.8085291,0.36738452,0.62101287,0.6601953,-0.5007139,-0.12389306,0.016204203
800058F40,-0.090457626,-0.5450093,0.34845522,0.018241659,-0.30769393,-0.6753721,-0.29656664,0.40200016,-0.22457127,0.74818516,-0.6330243,-0.40254387,-0.8883391,-0.57622135,-0.40569055,0.25730923,-0.22012848,0.803807,0.8661991,-0.62844616,-0.36974326,0.51608694,-0.4593037,-0.78360355,0.41439158,1.2437874,0.045966316,-0.23139822,-0.6068777,0.23332986,0.05844806,0.32869378,-0.26447016,-0.24053575,-0.29655972,0.09990082,-0.6093771,-0.09357322,-0.07969007,0.14242858,0.013961955,-0.6679144,-0.44225448,0.15976365,-0.31584707,-0.3153286,0.5712997,-0.6573508,0.20295237,0.058152307,0.93782014,-0.8843437,0.308245,1.1711168,-0.21374923,-0.4249125,0.036350332,-0.7021954,0.73188907,0.17733097,0.304714,0.90345603,0.71061414,-0.80113673
800059230,-0.5437846,-0.32164672,-0.5442553,-0.14247596,-0.09569458,-0.4644484,-0.1458415,-0.28680524,0.27813312,0.99320954,0.07600246,1.0266005,-0.1762297,0.11517996,-0.6756292,0.4830319,0.4318631,-0.14045669,1.0282986,0.20793256,-0.16277091,-0.46208924,-0.77431303,-0.6750621,0.285654,0.017908271,0.115421906,-0.046068337,-0.0057056183,-0.6973584,-0.40660158,-0.48335108,-0.4287087,-0.36594445,-0.59080404,0.48725405,-0.7126108,0.64975464,-0.3716082,0.43601835,-0.08978641,-0.91905,0.41607746,-0.05936498,-0.53137034,-0.53655607,-0.5696476,-0.08026073,0.85241246,0.08786501,-0.242376,-0.80408627,0.35466453,1.2420864,-0.47485963,-0.82011455,-0.15327147,-0.7521883,0.7421213,-0.31334788,0.42763045,0.10416702,-0.24210265,0.6458236
800059440,-0.09349413,-0.34790125,0.17790668,-0.16686925,-0.8222518,-0.1608392,0.046520445,-0.2391157,0.08157553,0.34934598,0.3238547,0.30443564,0.34481722,-0.24747445,-0.6992634,0.34020424,0.092034884,0.67639816,-0.30224565,0.33775094,0.38046753,-0.028187048,0.095452994,-0.3397023,0.65628475,0.5516601,-0.21133518,0.052728895,0.30833206,-0.518957,0.17830792,-0.07535035,0.082850106,0.59422964,0.22650929,-0.112804875,0.36681855,0.4997953,0.17589694,-0.33170718,-0.025574805,-0.2423405,-0.7301128,-0.58496493,-0.8377108,-0.1775161,-0.17911734,-0.27016792,-0.14843401,-0.44076648,0.27026346,-0.118751824,0.7378482,-0.050908428,-0.36023048,-0.60533345,-0.59551114,-0.26826617,-0.25377795,0.16561575,0.5724267,0.49295914,0.5681086,0.32307014
