account_id,degree,in_degree,out_degree,betweenness_centrality,clustering_coefficient,is_on_any_cycle,num_connected_employees
800088EB0,2,1,0,0.0,0.0,False,0
8000890A0,2,1,0,0.0,0.0,False,0
80008A071,2,1,0,0.0,0.0,False,0
80008A3F0,4,2,0,0.0,0.0,False,0
80008A610,2,1,0,0.0,0.0,False,0
80008A830,4,2,0,0.0,0.0,False,0
80008AA20,2,1,0,0.0,0.0,False,0
80008AC30,2,1,0,0.0,0.0,False,0
80008AEB0,2,1,0,0.0,0.0,False,0
80008AF00,2,1,0,0.0,0.0,False,0
80008B0F0,6,3,0,0.0,0.0,False,0
80008B2E0,2,1,0,0.0,0.0,False,0
80008BA40,4,2,0,0.0,0.0,False,0
80008BD30,2,1,0,0.0,0.0,False,0
80008C690,4,2,0,0.0,0.0,False,0
80008C980,2,1,0,0.0,0.0,False,0
80008DDF0,58,1,28,2.0180983056046624e-07,0.0,False,0
80008E500,2,1,0,0.0,0.0,False,0
80008E550,2,1,0,0.0,0.0,False,0
80008E7B0,4,2,0,0.0,0.0,False,0
80008F6B0,2,1,0,0.0,0.0,False,0
80008FA70,2,1,0,0.0,0.0,False,0
80008FE30,2,1,0,0.0,0.0,False,0
800090560,2,1,0,0.0,0.0,False,0
800090F60,70,1,34,2.594697821491709e-07,0.0,False,0
800091320,2,1,0,0.0,0.0,False,0
8000915E0,2,1,0,0.0,0.0,False,0
8000919A0,2,1,0,0.0,0.0,False,0
800091C60,5,1,0,0.0,0.0,False,1
800091EE0,8,4,0,0.0,0.0,False,0
8000924D0,2,1,0,0.0,0.0,False,0
800092E40,4,2,0,0.0,0.0,False,0
8000934A0,6,0,3,0.0,0.0,False,0
800093890,10,5,0,0.0,0.0,False,0
800093C80,7,1,1,5.765995158870464e-08,0.5,True,1
800093EE0,2,1,0,0.0,0.0,False,0
800094540,2,1,0,0.0,0.0,False,0
800094FC0,10,1,4,4.6127961270963714e-07,0.0,False,0
8000966F0,2,1,0,0.0,0.0,False,0
800096DD0,2,1,0,0.0,0.0,False,0
800096FE0,2,1,0,0.0,0.0,False,0
800097520,4,2,0,0.0,0.0,False,0
800097FF0,2,1,0,0.0,0.0,False,0
800098200,6,3,0,0.0,0.0,False,0
8000991D0,2,1,0,0.0,0.0,False,0
800099520,6,3,0,0.0,0.0,False,0
800099810,2,1,0,0.0,0.0,False,0
800099E80,2,1,0,0.0,0.0,False,0
80009A680,4,2,0,0.0,0.0,False,0
80009A9D0,6,3,0,0.0,0.0,False,0
80009B0E0,2,1,0,0.0,0.0,False,0
80009B470,2,1,0,0.0,0.0,False,0
80009B830,2,1,0,0.0,0.0,False,0
8000B8AB0,4,0,2,0.0,0.0,False,0
8000D63A0,28,0,14,0.0,0.0,False,0
8000EBBB0,4,0,2,0.0,0.0,False,0
8000EBD30,33,14,2,6.919194190644557e-07,0.0,False,1
8000EBF70,20,10,0,0.0,0.0,False,0
8000ECF50,68,34,0,0.0,0.0,False,0
8000ECF51,2,1,0,0.0,0.0,False,0
8000ED150,4,2,0,0.0,0.0,False,0
8000EDBB0,70,35,0,0.0,0.0,False,0
8000EE9C0,28,14,0,0.0,0.0,False,0
8000EF3B0,60,30,0,0.0,0.0,False,0
8000F17D0,2,1,0,0.0,0.0,False,0
8000F1870,40,20,0,0.0,0.0,False,0
8000F1D30,60,0,30,0.0,0.0,False,0
8000F3AB0,6,0,3,0.0,0.0,False,0
8000F42A0,44,22,0,0.0,0.0,False,0
8000F5030,2,1,0,0.0,0.0,False,0
8000F55D0,4,2,0,0.0,0.0,False,0
8000F65C0,2,1,0,0.0,0.0,False,0
8000F6850,2,1,0,0.0,0.0,False,0
8000F6BB0,8,4,0,0.0,0.0,False,0
8000F6C00,68,14,20,1.960438354015958e-06,0.0,False,0
8000F7660,56,0,28,0.0,0.0,False,0
8000F7850,44,22,0,0.0,0.0,False,0
8000F7C60,28,0,14,0.0,0.0,False,0
8000F8070,40,20,0,0.0,0.0,False,0
8000F85D0,14,7,0,0.0,0.0,False,0
8000FD480,40,20,0,0.0,0.0,False,0
8000FE790,60,0,30,0.0,0.0,False,0
800102DD0,2,1,0,0.0,0.0,False,0
800105730,44,22,0,0.0,0.0,False,0
800105D30,12,6,0,0.0,0.0,False,0
800106D00,40,20,0,0.0,0.0,False,0
8001074F0,20,10,0,0.0,0.0,False,0
800108870,28,14,0,0.0,0.0,False,0
8001090A0,40,20,0,0.0,0.0,False,0
8001099F0,20,10,0,0.0,0.0,False,0
80010B040,6,3,0,0.0,0.0,False,0
80010B900,28,14,0,0.0,0.0,False,0
80010BC70,40,20,0,0.0,0.0,False,0
80010C060,3,0,0,0.0,0.0,False,0
80010C2F0,42,21,0,0.0,0.0,False,0
80010C340,6,3,0,0.0,0.0,False,0
80010F7B0,8,4,0,0.0,0.0,False,0
8001117A0,56,28,0,0.0,0.0,False,0
800113DC0,28,14,0,0.0,0.0,False,0
800113FE0,70,35,0,0.0,0.0,False,0
800115570,28,14,0,0.0,0.0,False,0
800117FF0,40,20,0,0.0,0.0,False,0
800118660,40,20,0,0.0,0.0,False,0
8001193D0,28,14,0,0.0,0.0,False,0
800119BA0,28,14,0,0.0,0.0,False,0
80011AA30,8,4,0,0.0,0.0,False,0
80011CB60,28,14,0,0.0,0.0,False,0
80011DEA0,40,20,0,0.0,0.0,False,0
80011E2A0,8,4,0,0.0,0.0,False,0
800126360,20,10,0,0.0,0.0,False,0
8001290F0,28,14,0,0.0,0.0,False,0
80012E100,28,14,0,0.0,0.0,False,0
800131650,12,6,0,0.0,0.0,False,0
800134D30,28,14,0,0.0,0.0,False,0
8001364A0,8,4,0,0.0,0.0,False,0
800136AE0,28,14,0,0.0,0.0,False,0
80013AA10,4,2,0,0.0,0.0,False,0
80013E150,4,2,0,0.0,0.0,False,0
80013F130,16,8,0,0.0,0.0,False,0
800143F00,4,2,0,0.0,0.0,False,0
800146140,60,30,0,0.0,0.0,False,0
8001473E0,28,0,14,0.0,0.0,False,0
8001495E0,46,23,0,0.0,0.0,False,0
80014C3E0,14,7,0,0.0,0.0,False,0
80014F7B0,28,14,0,0.0,0.0,False,0
800150F20,82,41,0,0.0,0.0,False,0
8001523C0,6,3,0,0.0,0.0,False,0
8001547E0,16,8,0,0.0,0.0,False,0
800155BB0,4,2,0,0.0,0.0,False,0
800155D50,42,21,0,0.0,0.0,False,0
8001580D0,20,10,0,0.0,0.0,False,0
80015E3C0,28,14,0,0.0,0.0,False,0
80015F5D0,28,14,0,0.0,0.0,False,0
800164070,8,4,0,0.0,0.0,False,0
800164FC0,28,14,0,0.0,0.0,False,0
800165A30,2,1,0,0.0,0.0,False,0
80016CCE0,42,21,0,0.0,0.0,False,0
800172410,68,34,0,0.0,0.0,False,0
8001758B0,28,14,0,0.0,0.0,False,0
80018BA80,14,7,0,0.0,0.0,False,0
80018E990,30,14,1,0.0,0.0,True,0
80018F970,28,14,0,0.0,0.0,False,0
800191A90,14,7,0,0.0,0.0,False,0
800193420,28,14,0,0.0,0.0,False,0
800195070,28,14,0,0.0,0.0,False,0
8001998C0,28,14,0,0.0,0.0,False,0
80019A020,40,20,0,0.0,0.0,False,0
80019D2E0,40,20,0,0.0,0.0,False,0
8001A8460,8,4,0,0.0,0.0,False,0
8001A9700,40,20,0,0.0,0.0,False,0
8001AB940,8,4,0,0.0,0.0,False,0
8001B2A50,28,0,14,0.0,0.0,False,0
8001B7060,80,40,0,0.0,0.0,False,0
8001BBEF0,4,0,2,0.0,0.0,False,0
8001BD460,40,0,20,0.0,0.0,False,0
8001BDC90,12,0,6,0.0,0.0,False,0
8001C3570,11,3,1,1.3261788865402069e-06,0.16666666666666666,True,0
8001C6920,4,2,0,0.0,0.0,False,0
8001CA5C0,6,3,0,0.0,0.0,False,0
8001CE6C0,6,3,0,0.0,0.0,False,0
8001CF060,28,14,0,0.0,0.0,False,0
8001D6370,2,0,1,0.0,0.0,False,0
8001DAF70,42,21,0,0.0,0.0,False,0
8001DE1B0,42,21,0,0.0,0.0,False,0
8001E1DE0,6,3,0,0.0,0.0,False,0
8001E34C0,125,36,26,1.4991587413063207e-06,0.0,False,1
8001E37F0,56,28,0,0.0,0.0,False,0
8001E3CC0,28,14,0,0.0,0.0,False,0
8001E45D0,4,0,2,0.0,0.0,False,0
8001E89E0,28,14,0,0.0,0.0,False,0
8001EF2E0,14,7,0,0.0,0.0,False,0
80021ADE0,8,4,0,0.0,0.0,False,0
80021BEC0,14,7,0,0.0,0.0,False,0
80021DC50,3,0,0,0.0,0.0,False,0
80021F680,16,6,2,2.9406575310239366e-06,0.0,False,0
800228EC0,4,2,0,0.0,0.0,False,0
80022A3F0,4,2,0,0.0,0.0,False,0
80022B750,28,14,0,0.0,0.0,False,0
800232B60,6,3,0,0.0,0.0,False,0
800240B70,4,0,2,0.0,0.0,False,0
80024D950,40,20,0,0.0,0.0,False,0
80024EBB0,42,21,0,0.0,0.0,False,0
80024FF00,100,50,0,0.0,0.0,False,0
800250820,4,2,0,0.0,0.0,False,0
800254FD0,4,2,0,0.0,0.0,False,0
8002552F0,70,35,0,0.0,0.0,False,0
800256CC0,2,1,0,0.0,0.0,False,0
800256E00,89,22,22,4.6127961270963714e-07,0.0,False,1
800256EF0,2,1,0,0.0,0.0,False,0
80025A740,40,20,0,0.0,0.0,False,0
80026A5A0,257,23,103,6.45791457793492e-06,0.0,False,2
80026CDF0,28,14,0,0.0,0.0,False,0
8002787E0,4,0,2,0.0,0.0,False,0
8002807E0,3,0,0,0.0,0.0,False,0
8002A65C0,2,0,1,0.0,0.0,False,0
8002C56D0,3,0,0,0.0,0.0,False,1
8002C7E80,28,14,0,0.0,0.0,False,0
8002CE270,70,35,0,0.0,0.0,False,0
8002ECFC0,40,20,0,0.0,0.0,False,0
800301780,40,20,0,0.0,0.0,False,0
800306AA0,42,21,0,0.0,0.0,False,0
800324420,28,14,0,0.0,0.0,False,0
8003278E0,6,0,3,0.0,0.0,False,0
80034A780,40,20,0,0.0,0.0,False,0
80034DC00,4,0,2,0.0,0.0,False,0
80035DA80,20,10,0,0.0,0.0,False,0
80035F420,283,34,107,4.036196611209325e-06,0.0,False,1
800378700,8,0,4,0.0,0.0,False,0
800379860,28,14,0,0.0,0.0,False,0
80038A310,40,20,0,0.0,0.0,False,0
80038D0D0,16,8,0,0.0,0.0,False,0
80038E6F0,28,14,0,0.0,0.0,False,0
800393D40,4,0,2,0.0,0.0,False,0
80039CD50,72,6,30,2.882997579435232e-07,0.0,False,0
8003A04C0,8,0,4,0.0,0.0,False,0
8003A2200,4,2,0,0.0,0.0,False,0
8003A8A60,14,7,0,0.0,0.0,False,0
8003AC470,10,5,0,0.0,0.0,False,0
8003AC471,2,1,0,0.0,0.0,False,0
8003B9D30,28,14,0,0.0,0.0,False,0
8003BCBB0,60,30,0,0.0,0.0,False,0
8003BD920,4,0,2,0.0,0.0,False,0
8003BDF60,6,1,2,0.0,0.0,True,0
8003BE4B0,4,0,2,0.0,0.0,False,0
8003BE730,4,0,2,0.0,0.0,False,0
8003BF6E0,55,11,16,8.07239322241865e-07,0.0,True,1
8003C2210,8,4,0,0.0,0.0,False,0
8003C24D0,3,0,0,0.0,0.0,False,1
8003D1FC0,42,21,0,0.0,0.0,False,0
8003F7BD0,3,0,0,0.0,0.0,False,0
8003FBD00,28,14,0,0.0,0.0,False,0
80040A220,28,14,0,0.0,0.0,False,0
800415B00,28,14,0,0.0,0.0,False,0
8004162D0,4,2,0,0.0,0.0,False,0
80041DDA0,28,14,0,0.0,0.0,False,0
800425630,3,0,0,0.0,0.0,False,1
800432650,20,0,10,0.0,0.0,False,0
800434550,4,2,0,0.0,0.0,False,0
80043A250,28,14,0,0.0,0.0,False,0
8004429F0,4,2,0,0.0,0.0,False,0
8004473E0,3,0,0,0.0,0.0,False,0
800456880,3,0,0,0.0,0.0,False,1
80045B7C0,2,1,0,0.0,0.0,False,0
80045CEF0,20,10,0,0.0,0.0,False,0
800473570,6,3,0,0.0,0.0,False,0
80047E7B0,80,40,0,0.0,0.0,False,0
80047EED0,6,3,0,0.0,0.0,False,0
800489210,3,0,0,0.0,0.0,False,0
800489F60,4,0,2,0.0,0.0,False,0
8004922D0,4,0,2,0.0,0.0,False,0
80049A540,2,0,1,0.0,0.0,False,0
8004AF800,6,3,0,0.0,0.0,False,0
8004B6050,3,0,0,0.0,0.0,False,0
8004C74E0,15,5,2,0.0,0.0,False,1
8004CF710,12,6,0,0.0,0.0,False,0
8004DC0A0,42,0,21,0.0,0.0,False,0
8004FD2A0,70,35,0,0.0,0.0,False,0
8004FE3E0,3,0,0,0.0,0.0,False,1
800506810,6,0,3,0.0,0.0,False,0
800528510,2,1,0,0.0,0.0,False,0
80053CFC0,3,0,0,0.0,0.0,False,1
800545B00,28,14,0,0.0,0.0,False,0
8005486E0,40,0,20,0.0,0.0,False,0
800549E00,28,14,0,0.0,0.0,False,0
80054F8C0,2,0,1,0.0,0.0,False,0
80054FC20,2,1,0,0.0,0.0,False,0
800550920,2,1,0,0.0,0.0,False,0
800559860,42,21,0,0.0,0.0,False,0
80055E260,28,14,0,0.0,0.0,False,0
8005692B0,61,23,7,4.6127961270963714e-07,0.0,False,1
80056E5C0,4,2,0,0.0,0.0,False,0
8005730D0,6,0,3,0.0,0.0,False,0
8005814C0,12,6,0,0.0,0.0,False,0
800595290,5,0,2,0.0,0.0,False,1
8005A0D10,40,20,0,0.0,0.0,False,0
8005A18F0,5,1,1,0.0,0.0,False,1
8005A1B80,60,30,0,0.0,0.0,False,0
8005AEB60,6,3,0,0.0,0.0,False,0
8005D3B30,8,0,4,0.0,0.0,False,0
8005E4980,40,0,20,0.0,0.0,False,0
8005E5940,56,28,0,0.0,0.0,False,0
8005F5810,28,14,0,0.0,0.0,False,0
8005F7CD0,10,0,5,0.0,0.0,False,0
8005FD430,2,1,0,0.0,0.0,False,0
80060E490,40,20,0,0.0,0.0,False,0
800618D90,100,50,0,0.0,0.0,False,0
800619E80,49,2,22,0.0,0.0,False,1
80061A630,2,1,0,0.0,0.0,False,0
8006248A0,2,0,1,0.0,0.0,False,0
800627410,28,14,0,0.0,0.0,False,0
800629A20,6,3,0,0.0,0.0,False,0
80063A800,14,7,0,0.0,0.0,False,0
80063DE20,3,0,0,0.0,0.0,False,0
800645040,56,28,0,0.0,0.0,False,0
8006498E0,28,14,0,0.0,0.0,False,0
80064AB30,6,3,0,0.0,0.0,False,0
800655BC0,12,6,0,0.0,0.0,False,0
80065E800,2,0,1,0.0,0.0,False,0
800668890,80,0,40,0.0,0.0,False,0
80066D000,2,1,0,0.0,0.0,False,0
800681A40,8,0,4,0.0,0.0,False,0
800688D00,6,3,0,0.0,0.0,False,0
80068E7D0,153,17,59,4.6127961270963714e-07,0.0,False,1
80068F400,28,14,0,0.0,0.0,False,0
8006A66A0,42,0,21,0.0,0.0,False,0
8006B0490,6,3,0,0.0,0.0,False,0
8006B5930,2,1,0,0.0,0.0,False,0
8006B89A0,24,2,10,2.3063980635481857e-07,0.0,False,0
8006BB110,4,0,2,0.0,0.0,False,0
8006C49E0,2,0,1,0.0,0.0,False,0
8006C7290,28,14,0,0.0,0.0,False,0
8006C7740,8,4,0,0.0,0.0,False,0
8006CDB30,28,14,0,0.0,0.0,False,0
8006DFC50,40,0,20,0.0,0.0,False,0
8006E0660,42,21,0,0.0,0.0,False,0
8006E2E40,17,4,4,2.3063980635481857e-07,0.0,False,1
8006E4A40,14,7,0,0.0,0.0,False,0
8007071B0,40,20,0,0.0,0.0,False,0
800710850,40,20,0,0.0,0.0,False,0
800711AE0,2,0,1,0.0,0.0,False,0
800711BD0,4,0,2,0.0,0.0,False,0
800720AA0,4,2,0,0.0,0.0,False,0
80072D300,28,14,0,0.0,0.0,False,0
80073F230,40,20,0,0.0,0.0,False,0
8007439C0,28,14,0,0.0,0.0,False,0
800750080,40,0,20,0.0,0.0,False,0
80075BC80,28,14,0,0.0,0.0,False,0
80075D5E0,183,35,56,6.919194190644557e-07,0.0,False,1
80076E540,60,30,0,0.0,0.0,False,0
800778840,2,0,1,0.0,0.0,False,0
80078B850,12,6,0,0.0,0.0,False,0
800793180,3,0,0,0.0,0.0,False,1
8007A97A0,14,7,0,0.0,0.0,False,0
800804F70,42,0,21,0.0,0.0,False,0
800805540,14,0,7,0.0,0.0,False,0
800808C70,28,14,0,0.0,0.0,False,0
80080DBF0,4,2,0,0.0,0.0,False,0
800816030,14,7,0,0.0,0.0,False,0
800818D30,28,14,0,0.0,0.0,False,0
80081ED90,56,28,0,0.0,0.0,False,0
80082B030,14,7,0,0.0,0.0,False,0
800837E10,6,3,0,0.0,0.0,False,0
800846280,4,2,0,0.0,0.0,False,0
800846CF0,80,40,0,0.0,0.0,False,0
80084B380,3,0,0,0.0,0.0,False,0
800854820,20,10,0,0.0,0.0,False,0
8008566C0,4,2,0,0.0,0.0,False,0
800871790,20,10,0,0.0,0.0,False,0
8008735A0,28,14,0,0.0,0.0,False,0
8008774F0,14,7,0,0.0,0.0,False,0
800894770,56,28,0,0.0,0.0,False,0
8008BB3A0,4,0,2,0.0,0.0,False,0
8008CE991,3,0,1,0.0,0.0,False,1
8008D8C30,28,14,0,0.0,0.0,False,0
8008E8BF0,40,0,20,0.0,0.0,False,0
8009083C0,5,2,0,0.0,0.0,False,1
800925110,3,0,0,0.0,0.0,False,1
800931ED0,2,1,0,0.0,0.0,False,0
800935340,28,14,0,0.0,0.0,False,0
80093A6D0,28,14,0,0.0,0.0,False,0
800950E30,4,2,0,0.0,0.0,False,0
8009516F0,14,0,7,0.0,0.0,False,0
8009580D0,40,20,0,0.0,0.0,False,0
800970B80,11,3,2,5.765995158870464e-08,0.0,False,1
80098A3D0,4,0,2,0.0,0.0,False,0
80098E1E0,4,0,2,0.0,0.0,False,0
8009A4370,3,0,0,0.0,0.0,False,0
8009B45E0,3,0,0,0.0,0.0,False,1
8009C6170,28,0,14,0.0,0.0,False,0
8009CE490,40,20,0,0.0,0.0,False,0
8009D56C0,42,0,21,0.0,0.0,False,0
8009F93B0,28,14,0,0.0,0.0,False,0
800A014B0,80,40,0,0.0,0.0,False,0
800A14360,60,30,0,0.0,0.0,False,0
800A290F0,2,0,1,0.0,0.0,False,0
800A366F0,4,2,0,0.0,0.0,False,0
800A4B610,4,2,0,0.0,0.0,False,0
800A52F40,3,0,0,0.0,0.0,False,0
800A57770,5,0,2,0.0,0.0,False,1
800A5F6C0,2,1,0,0.0,0.0,False,0
800A73310,40,20,0,0.0,0.0,False,0
800A79350,2,1,0,0.0,0.0,False,0
800A8D010,6,0,3,0.0,0.0,False,0
800AA9E00,3,0,0,0.0,0.0,False,0
800AB3970,12,0,6,0.0,0.0,False,0
800AC30B0,14,7,0,0.0,0.0,False,0
800AC3AC0,4,2,0,0.0,0.0,False,0
800AFE2F0,6,0,3,0.0,0.0,False,0
800B10B00,4,2,0,0.0,0.0,False,0
800B10F80,5,0,2,0.0,0.0,False,1
800B25370,56,0,28,0.0,0.0,False,0
800B28B60,5,1,1,0.0,0.0,False,1
800B29140,8,4,0,0.0,0.0,False,0
800B3A9C0,3,0,0,0.0,0.0,False,0
800B620B0,3,0,0,0.0,0.0,False,1
800B7B5B0,28,14,0,0.0,0.0,False,0
800B87D30,2,0,1,0.0,0.0,False,0
800B95320,3,0,0,0.0,0.0,False,0
800BA44C0,4,2,0,0.0,0.0,False,0
800BA6C30,36,18,0,0.0,0.0,False,0
800BAEA11,2,1,0,0.0,0.0,False,0
800BAF580,10,0,5,0.0,0.0,False,0
800BBD220,3,0,0,0.0,0.0,False,0
800BED3C0,3,0,0,0.0,0.0,False,1
800C03640,5,1,1,0.0,0.0,False,1
800C06E60,40,20,0,0.0,0.0,False,0
800C214A0,40,0,20,0.0,0.0,False,0
800C28FD0,40,0,20,0.0,0.0,False,0
800C2DB20,40,20,0,0.0,0.0,False,0
800C35BE0,4,0,2,0.0,0.0,False,0
800C45CA0,3,0,0,0.0,0.0,False,0
800C5E3F0,3,0,0,0.0,0.0,False,1
800C733C0,40,0,20,0.0,0.0,False,0
800C9BCE0,42,21,0,0.0,0.0,False,0
800CB0760,4,2,0,0.0,0.0,False,0
