employee_id,customer_id,relationship_type
EMP_0199,8093E2B50,account_manager
EMP_0128,803145180,reviewer
EMP_0164,800093C80,account_manager
EMP_0171,808176090,approver
EMP_0039,80E9090C0,approver
EMP_0101,80BEF7060,account_manager
EMP_0132,80EB7BF50,approver
EMP_0123,8090AC860,approver
EMP_0187,81040ACB0,account_manager
EMP_0139,804AD1260,account_manager
EMP_0099,813F3E2A1,reviewer
EMP_0200,80A0013C0,account_manager
EMP_0146,80B1B7060,approver
EMP_0086,80E2F85D0,approver
EMP_0103,80124DA90,reviewer
EMP_0166,801DFB5B0,approver
EMP_0137,811C7E5B0,approver
EMP_0021,81183FB50,approver
EMP_0195,80FF28080,approver
EMP_0166,80432B8A0,account_manager
EMP_0142,800D11090,approver
EMP_0170,803F30090,approver
EMP_0179,808153A70,account_manager
EMP_0162,80E550120,approver
EMP_0125,801C0FB60,reviewer
EMP_0113,80F4A8780,account_manager
EMP_0036,800BED3C0,account_manager
EMP_0007,80EF8E2D0,reviewer
EMP_0062,80A2552B0,approver
EMP_0017,8107F5090,reviewer
EMP_0165,8065F4020,approver
EMP_0137,814336BA1,approver
EMP_0005,800C5E3F0,approver
EMP_0015,806FE7D00,reviewer
EMP_0011,80866A7E0,account_manager
EMP_0055,810CB75B0,reviewer
EMP_0171,80ADA2880,approver
EMP_0174,81222F4E0,reviewer
EMP_0039,80F69D190,reviewer
EMP_0060,8134EB2E0,account_manager
EMP_0010,80F4BD3A0,account_manager
EMP_0126,80D990260,account_manager
EMP_0121,812EE6570,reviewer
EMP_0012,805078010,reviewer
EMP_0167,802B23240,account_manager
EMP_0045,80D266B50,account_manager
EMP_0079,811162BE0,account_manager
EMP_0117,80CB220E0,account_manager
EMP_0152,801535A60,account_manager
EMP_0030,80A4FBD40,reviewer
EMP_0158,8049060A0,account_manager
EMP_0052,808D4CF90,approver
EMP_0189,80E1CA910,approver
EMP_0084,8027F18F0,reviewer
EMP_0148,80B552AB0,account_manager
EMP_0083,8116AF110,account_manager
EMP_0196,800F1DB80,reviewer
EMP_0045,806F2BBD0,account_manager
EMP_0031,805AB6580,account_manager
EMP_0194,8089A5AB0,account_manager
EMP_0179,807AA4750,reviewer
EMP_0043,80918FEC0,account_manager
EMP_0149,800D83A40,account_manager
EMP_0026,810771260,reviewer
EMP_0157,807CACED0,account_manager
EMP_0005,8125759A0,approver
EMP_0021,80026A5A0,account_manager
EMP_0046,8135617C0,account_manager
EMP_0181,80D8D7C70,reviewer
EMP_0073,8089FE4A0,reviewer
EMP_0198,809DF3570,reviewer
EMP_0033,804438E30,account_manager
EMP_0164,8059BA5E0,reviewer
EMP_0116,80888FA00,account_manager
EMP_0045,80CAE7060,reviewer
EMP_0010,80C62D0B0,account_manager
EMP_0184,80A5E8880,reviewer
EMP_0023,80D08F540,approver
EMP_0090,808AD9180,account_manager
EMP_0143,804E0D2F0,account_manager
EMP_0031,80B004EB0,account_manager
EMP_0159,8077F7C20,reviewer
EMP_0130,80489D1B0,approver
EMP_0198,80D050ED0,reviewer
EMP_0054,805B8BB80,account_manager
EMP_0050,80254A380,account_manager
EMP_0176,8119469F0,approver
EMP_0128,803A663B0,account_manager
EMP_0172,81342DDF1,account_manager
EMP_0014,80D6836F0,approver
EMP_0073,80455FA80,approver
EMP_0065,806ECB480,reviewer
EMP_0195,80964E5D0,account_manager
EMP_0027,80F669B00,account_manager
EMP_0138,803A43310,account_manager
EMP_0008,80A0FC1B0,reviewer
EMP_0030,80177CEB0,account_manager
EMP_0185,80938EF50,reviewer
EMP_0149,806BFE4D0,approver
EMP_0051,80F8C3CA0,reviewer
EMP_0084,804C3BDE0,account_manager
EMP_0084,804B79470,account_manager
EMP_0061,80F587CE0,approver
EMP_0052,807C7C430,account_manager
EMP_0019,809C489D0,reviewer
EMP_0125,8012010B0,approver
EMP_0038,804790520,reviewer
EMP_0117,803AFBCD0,approver
EMP_0096,802D21160,approver
EMP_0185,804033B80,reviewer
EMP_0092,8146EDFD1,approver
EMP_0052,806F53F90,account_manager
EMP_0009,80E66F9C0,reviewer
EMP_0016,805CE7A90,account_manager
EMP_0029,811BE8020,approver
EMP_0118,808AA7580,account_manager
EMP_0195,8071D95E0,account_manager
EMP_0076,80C8A72A0,account_manager
EMP_0164,813EBEB61,reviewer
EMP_0044,80C010430,reviewer
EMP_0059,801C98AE0,approver
EMP_0134,80A2537D0,account_manager
EMP_0152,809D22A40,approver
EMP_0072,8004FE3E0,reviewer
EMP_0110,80F500370,account_manager
EMP_0064,806C6E560,approver
EMP_0149,8049AF0E1,reviewer
EMP_0039,8131210F0,reviewer
EMP_0002,808A826F0,account_manager
EMP_0011,809C28A70,reviewer
EMP_0197,80A759240,account_manager
EMP_0109,80B04F6D0,approver
EMP_0123,810D97E80,reviewer
EMP_0026,809613680,approver
EMP_0062,801B850B0,reviewer
EMP_0193,800456880,reviewer
EMP_0188,8086C8A00,account_manager
EMP_0034,8076D6E50,approver
EMP_0062,80D76EF40,account_manager
EMP_0005,809F3D7D0,reviewer
EMP_0079,803591B90,reviewer
EMP_0118,811E12DF0,reviewer
EMP_0192,80C2044A0,account_manager
EMP_0117,8099CA2C0,account_manager
EMP_0181,808660B60,account_manager
EMP_0095,80D06AC20,approver
EMP_0181,80D2A3C10,account_manager
EMP_0161,801772420,approver
EMP_0177,806E56560,reviewer
EMP_0009,8062492E0,approver
EMP_0193,805951600,reviewer
EMP_0157,80B428C20,reviewer
EMP_0054,810658100,reviewer
EMP_0021,80CE4ABC0,approver
EMP_0189,813794911,account_manager
EMP_0132,813C0A3B0,reviewer
EMP_0094,812862CC0,account_manager
EMP_0029,807EE8EB0,approver
EMP_0120,80CDD4350,account_manager
EMP_0094,8079762D0,account_manager
EMP_0166,80B9AC850,reviewer
EMP_0018,80BA558B0,reviewer
EMP_0199,8043B1D00,account_manager
EMP_0086,804F15F00,reviewer
EMP_0030,80D7EE9E0,approver
EMP_0189,8139EA1C0,reviewer
EMP_0180,8045722E0,reviewer
EMP_0195,804AB3D60,approver
EMP_0091,812BC4720,approver
EMP_0129,80E26CD20,approver
EMP_0071,80120A710,account_manager
EMP_0011,800056370,account_manager
EMP_0012,800056660,account_manager
EMP_0013,800056A50,reviewer
EMP_0014,800056CB0,account_manager
EMP_0015,800056E00,account_manager
EMP_0016,800057020,account_manager
EMP_0017,8000573C0,account_manager
EMP_0018,800057620,reviewer
EMP_0019,800057A10,approver
EMP_0020,800057D40,account_manager
EMP_0021,800057D41,approver
EMP_0022,800058100,account_manager
EMP_0023,800058470,account_manager
EMP_0024,8000588D0,account_manager
EMP_0025,800058920,reviewer
EMP_0026,800058B80,reviewer
EMP_0026,800058F40,reviewer
EMP_0026,800059230,reviewer
EMP_0027,800059440,approver
EMP_0028,800059840,reviewer
EMP_0029,800059C00,account_manager
EMP_0030,800059F50,account_manager
EMP_0031,80005A2A0,approver
EMP_0032,80005A6B0,reviewer
EMP_0033,80005AB30,reviewer
EMP_0034,80005AD90,account_manager
EMP_0035,80005ADE0,account_manager
EMP_0036,80005B110,approver
EMP_0037,80005B3E0,account_manager
EMP_0038,80005B5F0,account_manager
EMP_0039,80005B9B0,approver
EMP_0040,80005BD00,reviewer
EMP_0040,80005C050,reviewer
EMP_0041,80005C0A0,account_manager
EMP_0042,80005C0A1,account_manager
EMP_0043,80005C3D0,account_manager
EMP_0044,80005C790,reviewer
EMP_0045,80005CB50,approver
EMP_0046,80005CF10,account_manager
EMP_0047,800085BF0,account_manager
EMP_0048,80026A5A0,account_manager
