event_id,employee_id,action,target_account_id,old_value,new_value,timestamp,scenario_type,scenario_id
EVT_000252,EMP_0129,grant,807BECC30,,large_transaction,2022-09-05 00:11:50,,
EVT_000288,EMP_0033,revoke,80164B550,wire_transfer,,2022-09-05 00:17:10,,
EVT_000667,EMP_0045,revoke,803A544E0,forex,,2022-09-05 00:30:46,,
EVT_000124,EMP_0124,grant,80234CE50,,large_transaction,2022-09-05 00:46:47,,
EVT_000686,EMP_0191,grant,8019C1290,,forex,2022-09-05 01:06:08,,
EVT_000243,EMP_0060,modify,80B14F630,19673,30420,2022-09-05 01:34:50,,
EVT_000005,EMP_0125,modify,80D066470,19173,35163,2022-09-05 01:36:44,,
EVT_000330,EMP_0118,revoke,8143D7141,api_access,,2022-09-05 02:13:02,,
EVT_000590,EMP_0099,grant,80254F920,,large_transaction,2022-09-05 02:21:40,,
EVT_000116,EMP_0111,revoke,80302EEC0,forex,,2022-09-05 03:37:57,,
EVT_000004,EMP_0067,revoke,80FA4E700,large_transaction,,2022-09-05 04:52:25,,
EVT_000325,EMP_0069,revoke,80951E630,wire_transfer,,2022-09-05 05:09:03,,
EVT_000643,EMP_0024,revoke,80ECAEAC0,batch_payment,,2022-09-05 05:16:23,,
EVT_000292,EMP_0167,revoke,805C4BAB0,forex,,2022-09-05 05:50:29,,
EVT_000646,EMP_0192,revoke,80B6C1DE0,api_access,,2022-09-05 05:56:23,,
EVT_000077,EMP_0083,revoke,80C8ACB20,admin,,2022-09-05 06:09:00,,
EVT_000490,EMP_0020,revoke,8077AE780,large_transaction,,2022-09-05 06:41:36,,
EVT_000210,EMP_0027,modify,8030774A0,10679,16484,2022-09-05 08:26:06,,
EVT_000364,EMP_0114,grant,80DA4BD50,,forex,2022-09-05 08:37:44,,
EVT_000019,EMP_0047,grant,8010AE9A0,,large_transaction,2022-09-05 10:08:37,,
EVT_000695,EMP_0006,grant,80699E350,,forex,2022-09-05 10:32:24,,
EVT_000548,EMP_0009,grant,80952C900,,forex,2022-09-05 11:13:43,,
EVT_000138,EMP_0102,modify,8004C74E0,24971,6918,2022-09-05 11:53:56,,
EVT_000333,EMP_0035,grant,812683FB0,,large_transaction,2022-09-05 11:54:17,,
EVT_000640,EMP_0079,grant,8099AB630,,large_transaction,2022-09-05 12:07:23,,
EVT_000347,EMP_0153,modify,809D7BC30,42239,2746,2022-09-05 12:20:11,,
EVT_000072,EMP_0039,grant,812F4C580,,admin,2022-09-05 12:22:40,,
EVT_000478,EMP_0019,grant,801B28A50,,admin,2022-09-05 13:19:57,,
EVT_000488,EMP_0069,grant,8063CC830,,batch_payment,2022-09-05 13:30:35,,
EVT_000481,EMP_0093,revoke,80FD81810,large_transaction,,2022-09-05 14:03:52,,
EVT_000636,EMP_0082,modify,809630F40,49192,22381,2022-09-05 14:57:28,,
EVT_000075,EMP_0104,revoke,813B1F421,admin,,2022-09-05 15:04:35,,
EVT_000134,EMP_0129,revoke,81310CBF0,api_access,,2022-09-05 15:11:28,,
EVT_000184,EMP_0008,modify,803BB9EA0,46447,18527,2022-09-05 15:29:39,,
EVT_000474,EMP_0008,modify,80D2DBD70,26998,22389,2022-09-05 15:31:02,,
EVT_000422,EMP_0106,modify,806397620,35160,15486,2022-09-05 16:15:46,,
EVT_000753,EMP_0182,revoke,80D5C6F60,admin,,2022-09-05 16:21:16,,
EVT_000489,EMP_0043,grant,809030A70,,wire_transfer,2022-09-05 16:35:32,,
EVT_000759,EMP_0084,revoke,811F38B40,admin,,2022-09-05 16:58:08,,
EVT_000585,EMP_0036,revoke,8052231B0,forex,,2022-09-05 17:00:10,,
EVT_000560,EMP_0132,modify,80F9A0F40,7101,27401,2022-09-05 17:30:57,,
EVT_000655,EMP_0048,revoke,805B11C10,batch_payment,,2022-09-05 18:10:50,,
EVT_000310,EMP_0133,modify,812AC3B70,15776,23676,2022-09-05 19:53:30,,
EVT_000228,EMP_0174,grant,8080235A0,,api_access,2022-09-05 19:55:55,,
EVT_000057,EMP_0004,revoke,80BEC9740,wire_transfer,,2022-09-05 20:00:37,,
EVT_000112,EMP_0176,grant,813386580,,admin,2022-09-05 21:15:02,,
EVT_000178,EMP_0014,modify,8144749B0,28717,48255,2022-09-05 21:21:10,,
EVT_000335,EMP_0093,modify,80B7D3C90,37819,13756,2022-09-05 21:44:58,,
EVT_000767,EMP_0143,grant,803BF42C0,,admin,2022-09-05 23:51:50,,
EVT_000771,EMP_0067,revoke,80C2A85F0,forex,,2022-09-05 23:58:22,,
EVT_000125,EMP_0076,modify,80E8C8060,24524,38670,2022-09-06 00:27:14,,
EVT_000477,EMP_0198,revoke,80CDA3A80,wire_transfer,,2022-09-06 00:30:53,,
EVT_090039,EMP_0046,modify,80005CF10,spending_limit=15000,spending_limit=17000,2022-09-06 00:54:57,legitimate,L18
EVT_000702,EMP_0170,modify,805D34BC0,36397,18384,2022-09-06 01:20:22,,
EVT_000531,EMP_0181,grant,810A88910,,admin,2022-09-06 01:21:26,,
EVT_000774,EMP_0098,grant,80AFE8CD0,,admin,2022-09-06 01:43:44,,
EVT_000358,EMP_0072,grant,80B96F0D0,,batch_payment,2022-09-06 01:47:15,,
EVT_000344,EMP_0182,modify,80BB133F0,35887,33102,2022-09-06 02:18:52,,
EVT_000766,EMP_0092,modify,80A862490,32177,45031,2022-09-06 02:28:46,,
EVT_000735,EMP_0059,modify,802C70BB0,45882,7436,2022-09-06 02:35:45,,
EVT_000031,EMP_0179,modify,810125E00,16915,7678,2022-09-06 03:02:44,,
EVT_000061,EMP_0145,grant,813D70F90,,batch_payment,2022-09-06 03:57:53,,
EVT_000492,EMP_0028,grant,802CCE400,,large_transaction,2022-09-06 04:18:01,,
EVT_000064,EMP_0151,revoke,808E39660,forex,,2022-09-06 04:35:42,,
EVT_000572,EMP_0102,grant,80D009360,,wire_transfer,2022-09-06 04:38:51,,
EVT_000049,EMP_0117,revoke,8059B7520,admin,,2022-09-06 05:06:07,,
EVT_000388,EMP_0031,grant,809A5B580,,admin,2022-09-06 05:10:37,,
EVT_000770,EMP_0191,revoke,8122AA9D0,batch_payment,,2022-09-06 05:17:26,,
EVT_000303,EMP_0023,modify,8015CDCD0,9504,41104,2022-09-06 06:11:26,,
EVT_000091,EMP_0182,modify,8034690C0,40903,16682,2022-09-06 06:47:09,,
EVT_000441,EMP_0053,revoke,807AE44F0,forex,,2022-09-06 07:40:19,,
EVT_000532,EMP_0173,modify,802C48E80,39677,6554,2022-09-06 07:46:47,,
EVT_000351,EMP_0005,modify,809250070,8202,13503,2022-09-06 07:59:11,,
EVT_000050,EMP_0185,grant,803FAA9E0,,wire_transfer,2022-09-06 08:44:36,,
EVT_000253,EMP_0058,grant,800970B80,,forex,2022-09-06 10:01:24,,
EVT_000324,EMP_0144,revoke,80231C910,api_access,,2022-09-06 10:11:57,,
EVT_000661,EMP_0145,revoke,80A6B6360,forex,,2022-09-06 11:12:52,,
EVT_000557,EMP_0038,modify,80ECC4460,9696,17362,2022-09-06 11:24:55,,
EVT_000038,EMP_0152,revoke,8058DA430,admin,,2022-09-06 11:30:00,,
EVT_000309,EMP_0043,grant,80359D790,,forex,2022-09-06 11:38:44,,
EVT_000564,EMP_0127,revoke,8058E6590,batch_payment,,2022-09-06 11:43:44,,
EVT_000384,EMP_0036,grant,809E76930,,batch_payment,2022-09-06 12:01:46,,
EVT_000553,EMP_0138,revoke,8037BF510,api_access,,2022-09-06 12:03:02,,
EVT_000159,EMP_0061,grant,80C3B74D0,,forex,2022-09-06 12:05:55,,
EVT_000484,EMP_0154,modify,8105418F0,7099,40120,2022-09-06 12:22:03,,
EVT_000168,EMP_0141,modify,80ED002D0,42489,39362,2022-09-06 12:40:32,,
EVT_000327,EMP_0041,modify,810EE25C0,28402,17270,2022-09-06 13:35:37,,
EVT_090001,EMP_0011,modify,800056370,transfer_limit=10000,transfer_limit=100000,2022-09-06 14:12:46,suspicious,S01
EVT_000700,EMP_0014,revoke,802186F50,batch_payment,,2022-09-06 15:05:11,,
EVT_000207,EMP_0087,revoke,80495B1F0,admin,,2022-09-06 15:53:31,,
EVT_000688,EMP_0187,modify,8127E5A40,44910,42884,2022-09-06 16:59:08,,
EVT_000020,EMP_0117,revoke,806C434F0,batch_payment,,2022-09-06 17:42:00,,
EVT_000226,EMP_0105,revoke,8101CEF90,large_transaction,,2022-09-06 18:03:13,,
EVT_000775,EMP_0036,grant,80423D550,,batch_payment,2022-09-06 19:48:33,,
EVT_000788,EMP_0176,revoke,802C38840,large_transaction,,2022-09-06 19:50:05,,
EVT_000513,EMP_0129,modify,8031E6280,39573,46248,2022-09-06 20:44:48,,
EVT_000515,EMP_0187,grant,802ED8920,,wire_transfer,2022-09-06 22:07:05,,
EVT_000746,EMP_0151,grant,80B72FE40,,large_transaction,2022-09-06 22:42:07,,
EVT_000550,EMP_0151,grant,80E567790,,admin,2022-09-06 23:03:26,,
EVT_000552,EMP_0016,grant,80BD80DD0,,batch_payment,2022-09-06 23:07:57,,
EVT_000283,EMP_0177,modify,8093409B0,28925,11921,2022-09-06 23:25:52,,
EVT_000216,EMP_0152,modify,80129EB80,20845,19001,2022-09-06 23:35:32,,
EVT_000269,EMP_0035,modify,800EB04C0,49181,22791,2022-09-06 23:44:16,,
EVT_000128,EMP_0156,revoke,810B01E70,batch_payment,,2022-09-06 23:44:49,,
EVT_000639,EMP_0031,revoke,80B1EF790,large_transaction,,2022-09-07 02:10:52,,
EVT_000150,EMP_0061,revoke,811D30BA0,large_transaction,,2022-09-07 03:58:33,,
EVT_000676,EMP_0135,grant,811EF5B80,,wire_transfer,2022-09-07 04:52:30,,
EVT_090010,EMP_0020,modify,800057D40,account_type=personal,account_type=business,2022-09-07 05:28:01,suspicious,S10
EVT_000277,EMP_0032,revoke,810A1C8C0,forex,,2022-09-07 06:09:06,,
EVT_000743,EMP_0051,revoke,805ABB2E0,admin,,2022-09-07 06:17:15,,
EVT_000047,EMP_0170,modify,80C1474D0,16945,21067,2022-09-07 06:33:37,,
EVT_000149,EMP_0009,revoke,80E5C33D0,forex,,2022-09-07 07:10:34,,
EVT_000290,EMP_0116,modify,813D54BC1,11055,45503,2022-09-07 07:21:12,,
EVT_000618,EMP_0020,revoke,80BDF0520,forex,,2022-09-07 08:06:20,,
EVT_000225,EMP_0041,modify,8078A7670,35258,40964,2022-09-07 08:07:24,,
EVT_000459,EMP_0102,revoke,801A27B20,forex,,2022-09-07 08:12:18,,
EVT_000533,EMP_0030,grant,803C907F0,,forex,2022-09-07 08:18:31,,
EVT_000101,EMP_0196,revoke,80B47E2D0,api_access,,2022-09-07 09:54:06,,
EVT_000040,EMP_0157,revoke,80DE62EC0,api_access,,2022-09-07 10:37:39,,
EVT_000462,EMP_0024,modify,80865B830,43591,3076,2022-09-07 10:44:22,,
EVT_000063,EMP_0199,modify,80AD78B40,41528,15790,2022-09-07 11:11:39,,
EVT_000011,EMP_0196,modify,80BF560D0,46581,2280,2022-09-07 11:11:43,,
EVT_000118,EMP_0157,grant,81225F4F0,,wire_transfer,2022-09-07 12:04:41,,
EVT_000470,EMP_0139,modify,806DDDFD0,26503,45370,2022-09-07 12:36:33,,
EVT_000584,EMP_0151,grant,80F2F3050,,wire_transfer,2022-09-07 12:41:06,,
EVT_000326,EMP_0075,grant,813C0D5C0,,wire_transfer,2022-09-07 12:43:59,,
EVT_000219,EMP_0153,grant,80A84C000,,api_access,2022-09-07 12:52:07,,
